group,attrs,packs,approx_groups_count,ml,number_entities,group_number_masked_product,material_type,optional_attrs,none_attrs,inferred_concentration,inferred_concentration_uom,inferred_packsize,inferred_packsize_uom,product,Item_Description,Item_Code,Secondary_Sales_UOM,Parent_Code,rowcd,percentage,mg,pack_size,misc,fraction,k,mg/ml,gm,liter,miu,pack_multiplier,mcg
rhamo,g,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> g capsule <v>#<v> ,solid,,,,,10.0,pack_size,RHAMO G CAPSULE (10'S),RHAMO G CAPSULE (10'S),FCZE01,,FCZE01,2021-06-04 19:25:39,,,10.0,,,,,,,,,
broadicillin,drysyrup,syrup,1,30.0,"{'#': {'string': '125 mg/5ml', 'type': 'measurement', 'number_string': ('125.0', '5.0'), 'amount_suffix': ('mg', 'ml'), 'amount_separator': '/'}, '##': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> drysyrup <v>#<v>  <v>##<v> dry syrup ,liquid,dry,,125.0 5.0,mg/ml,30.0,ml,BROADICILIN DRYSYRUP 125 MG/5ML (30ML) DRY SYRUP,BROADICILIN DRYSYRUP 125 MG/5ML (30ML) DRY SYRUP,FD0901,,FD0901,2021-06-04 19:25:39,,,,,,,125.0/5.0,,,,,
clavam,,syrup,1,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,CLAVAM DRY SYRUP  [ 30ML ],CLAVAM DRY SYRUP  [ 30ML ],FD1301,,FD1301,2021-06-04 19:25:39,,,,,,,,,,,,
clavam,bid,syrup,1,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> bid dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,CLAVAM BID DRY SYRUP  [ 30ML ],CLAVAM BID DRY SYRUP  [ 30ML ],FD1311,,FD1311,2021-06-04 19:25:39,,,,,,,,,,,,
clavam,forte,syrup,1,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> forte dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,CLAVAM  FORTE DRY SYRUP  [ 30ML ],CLAVAM  FORTE DRY SYRUP  [ 30ML ],FD1321,,FD1321,2021-06-04 19:25:39,,,,,,,,,,,,
taxim,o,syrup,1,30.0,"{'#': {'string': '30ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> o dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,TAXIM-O DRY SYRUP  ( 30ML ),TAXIM-O DRY SYRUP  ( 30ML ),FD4601,,FD4601,2021-06-04 19:25:39,,,,,,,,,,,,
taxim,o,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> o dry syrup <v>#<v> ,liquid,dry,,,,60.0,ml,TAXIM-O DRY SYRUP ( 60 ML ),TAXIM-O DRY SYRUP ( 60 ML ),FD4603,,FD4603,2021-06-04 19:25:39,,,,,,,,,,,,
taxim,forte o,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> o forte dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,TAXIM-O FORTE DRY SYRUP (30ML),TAXIM-O FORTE DRY SYRUP (30ML),FD4621,,FD4621,2021-06-04 19:25:39,,,,,,,,,,,,
taxim,forte o,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> o forte dry syrup <v>#<v> ,liquid,dry,,,,60.0,ml,TAXIM-O FORTE DRY SYRUP (60ML),TAXIM-O FORTE DRY SYRUP (60ML),FD4623,,FD4623,2021-06-04 19:25:39,,,,,,,,,,,,
taxim,cv o,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> o cv dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,TAXIM-O CV DRY SYRUP (30ML),TAXIM-O CV DRY SYRUP (30ML),FD4631,,FD4631,2021-06-04 19:25:39,,,,,,,,,,,,
satrogyl,o,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> o dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,SATROGYL O DRY SYRUP  (30ML),SATROGYL O DRY SYRUP  (30ML),FD5711,,FD5721,2021-06-04 19:25:39,,,,,,,,,,,,
gemcal,p,syrup,1,150.0,"{'#': {'string': '150 ml', 'type': 'measurement', 'number_string': (None, '150.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> p suspension <v>#<v> ,liquid,,,,,150.0,ml,GEMCAL P SUSPENSION (150ML),GEMCAL P SUSPENSION (150ML),FD9701,,FD9701,2021-06-04 19:25:39,,,,,,,,,,,,
swich,,syrup,1,30.0,"{'#': {'string': '50 mg', 'type': 'measurement', 'number_string': (None, '50.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> dry syrup <v>##<v> ,liquid,dry,,50.0,mg,30.0,ml,SWICH 50 MG DRY SYRUP (30 ML),SWICH 50 MG DRY SYRUP (30 ML),FDCA01,,FDCA01,2021-06-04 19:25:39,,50.0,,,,,,,,,,
swich,,syrup,1,30.0,"{'#': {'string': '100 mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> dry syrup <v>##<v> ,liquid,dry,,100.0,mg,30.0,ml,SWICH 100 MG DRY SYRUP (30ML),SWICH 100 MG DRY SYRUP (30ML),FDCA11,,FDCA11,2021-06-04 19:25:39,,100.0,,,,,,,,,,
swich,cv,syrup,1,30.0,"{'#': {'string': '100mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> cv <v>#<v> dry syrup <v>##<v> ,liquid,dry,,100.0,mg,30.0,ml,SWICH-CV 100MG DRY SYRUP (30ML),SWICH-CV 100MG DRY SYRUP (30ML),FDCA31,,FDCA31,2021-06-04 19:25:39,,100.0,,,,,,,,,,
swich,cv,syrup,1,30.0,"{'#': {'string': '50mg', 'type': 'measurement', 'number_string': (None, '50.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> cv <v>#<v> dry syrup <v>##<v> ,liquid,dry,,50.0,mg,30.0,ml,SWICH CV 50MG DRY SYRUP (30ML),SWICH CV 50MG DRY SYRUP (30ML),FDCA41,,FDCA41,2021-06-04 19:25:39,,50.0,,,,,,,,,,
taxclav,,syrup,1,30.0,"{'#': {'string': '30 ml', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> dry syrup <v>#<v> ,liquid,dry,,,,30.0,ml,TAXCLAV DRY SYRUP   (30ML),TAXCLAV DRY SYRUP   (30ML),FDIM01,,FDIM01,2021-06-04 19:25:39,,,,,,,,,,,,
amitax,,injection,1,2.0,"{'#': {'string': '100 mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '2ml', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> injection <v>##<v> ,liquid,,,100.0,mg,2.0,ml,AMITAX 100 MG INJECTION  [ 2ML ],AMITAX 100 MG INJECTION  [ 2ML ],FI0412,,FI0412,2021-06-04 19:25:39,,100.0,,,,,,,,,,
amitax,,injection,1,2.0,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '2 ml', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> injection <v>##<v> ,liquid,,,250.0,mg,2.0,ml,AMITAX 250MG INJECTION  (2ML),AMITAX 250MG INJECTION  (2ML),FI0422,,FI0422,2021-06-04 19:25:39,,250.0,,,,,,,,,,
amitax,,injection,1,2.0,"{'#': {'string': '500 mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '2 ml', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> injection <v>##<v> ,liquid,,,500.0,mg,2.0,ml,AMITAX 500 MG INJECTION  [ 2 ML ],AMITAX 500 MG INJECTION  [ 2 ML ],FI0432,,FI0432,2021-06-04 19:25:39,,500.0,,,,,,,,,,
broadicillin,,injection,1,,"{'#': {'string': '100 mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,100.0,mg,,,BROADICILIN 100 MG INJECTION (VIALS),BROADICILIN 100 MG INJECTION (VIALS),FI0901,,FI0901,2021-06-04 19:25:39,,100.0,,,,,,,,,,
broadicillin,,injection,1,,"{'#': {'string': '250 mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,250.0,mg,,,BROADICILIN 250 MG INJECTION (VIALS),BROADICILIN 250 MG INJECTION (VIALS),FI0911,,FI0911,2021-06-04 19:25:39,,250.0,,,,,,,,,,
broadicillin,,injection,1,,"{'#': {'string': '500 mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,500.0,mg,,,BROADICILIN 500 MG INJECTION (VIALS),BROADICILIN 500 MG INJECTION (VIALS),FI0921,,FI0921,2021-06-04 19:25:39,,500.0,,,,,,,,,,
clavam,,injection,1,,"{'#': {'string': '1.2 gm', 'type': 'measurement', 'number_string': (None, '1.2'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vial ,liquid,,,1.2,gm,,,CLAVAM 1.2 GM INJECTION (VIAL),CLAVAM 1.2 GM INJECTION (VIAL),FI1301,,FI1301,2021-06-04 19:25:39,,,,,,,,1.2,,,,
clavam,,injection,1,,"{'#': {'string': '300 mg', 'type': 'measurement', 'number_string': (None, '300.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,300.0,mg,,,CLAVAM 300 MG INJECTION  [ VIALS ],CLAVAM 300 MG INJECTION  [ VIALS ],FI1311,,FI1311,2021-06-04 19:25:39,,300.0,,,,,,,,,,
clavam,,injection,1,,"{'#': {'string': '150 mg', 'type': 'measurement', 'number_string': (None, '150.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,150.0,mg,,,CLAVAM 150 MG INJECTION  [ VIALS ],CLAVAM 150 MG INJECTION  [ VIALS ],FI1321,,FI1321,2021-06-04 19:25:39,,150.0,,,,,,,,,,
clavam,,injection,1,,"{'#': {'string': '600 mg', 'type': 'measurement', 'number_string': (None, '600.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vial ,liquid,,,600.0,mg,,,CLAVAM 600 MG INJECTION (VIAL),CLAVAM 600 MG INJECTION (VIAL),FI1331,,FI1331,2021-06-04 19:25:39,,600.0,,,,,,,,,,
hemfer,,injection,1,5.0,"{'#': {'string': '5 ml', 'type': 'measurement', 'number_string': (None, '5.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> injection <v>#<v> ,liquid,,,,,5.0,ml,HEMFER INJECTION (5ML),HEMFER INJECTION (5ML),FI1803,,FI1803,2021-06-04 19:25:39,,,,,,,,,,,,
ondem,,injection,1,2.0 2.0,"{'#': {'string': '2 ml', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}, '##': {'string': '2ml', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> injection <v>##<v> ,liquid,,,,,2.0 2.0,ml,ONDEM 2 ML INJECTION  [ 2ML ],ONDEM 2 ML INJECTION  [ 2ML ],FI2802,,FI2806,2021-06-04 19:25:39,,,,,,,,,,,,
ondem,,injection,1,4.0 4.0,"{'#': {'string': '4 ml', 'type': 'measurement', 'number_string': (None, '4.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}, '##': {'string': '4 ml', 'type': 'measurement', 'number_string': (None, '4.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> injection <v>##<v> ,liquid,,,,,4.0 4.0,ml,ONDEM 4 ML INJECTION  [ 4 ML ],ONDEM 4 ML INJECTION  [ 4 ML ],FI2812,,FI2813,2021-06-04 19:25:39,,,,,,,,,,,,
tazid,,injection,1,,"{'#': {'string': '250 mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> injection <v>#<v> vials ,liquid,,,250.0,mg,,,TAZID INJECTION 250 MG [ VIALS ],TAZID INJECTION 250 MG [ VIALS ],FI3801,,FI3801,2021-06-04 19:25:39,,250.0,,,,,,,,,,
tazid,,injection,1,,"{'#': {'string': '1000 mg', 'type': 'measurement', 'number_string': (None, '1000.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> injection <v>#<v> vials ,liquid,,,1000.0,mg,,,TAZID INJECTION 1000 MG  [ VIALS ],TAZID INJECTION 1000 MG  [ VIALS ],FI3821,,FI3821,2021-06-04 19:25:39,,1000.0,,,,,,,,,,
tazid,,injection,1,,"{'#': {'string': '125 mg', 'type': 'measurement', 'number_string': (None, '125.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> injection <v>#<v> vials ,liquid,,,125.0,mg,,,TAZID INJECTION 125 MG [ VIALS ],TAZID INJECTION 125 MG [ VIALS ],FI3831,,FI3831,2021-06-04 19:25:39,,125.0,,,,,,,,,,
taxim,,injection,1,,"{'#': {'string': '125 mg', 'type': 'measurement', 'number_string': (None, '125.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,125.0,mg,,,TAXIM 125 MG INJECTION  VIALS,TAXIM 125 MG INJECTION  VIALS,FI3901,,FI3901,2021-06-04 19:25:39,,125.0,,,,,,,,,,
taxim,,injection,1,,"{'#': {'string': '250 mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,250.0,mg,,,TAXIM 250 MG INJECTION  VIALS,TAXIM 250 MG INJECTION  VIALS,FI3911,,FI3911,2021-06-04 19:25:39,,250.0,,,,,,,,,,
taxim,,injection,1,,"{'#': {'string': '500 mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,500.0,mg,,,TAXIM 500 MG INJECTION  VIALS,TAXIM 500 MG INJECTION  VIALS,FI3921,,FI3921,2021-06-04 19:25:39,,500.0,,,,,,,,,,
taxim,hs,injection,1,,"{'#': {'string': '500mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vial hospital supply ,liquid,,,500.0,mg,,,TAXIM 500MG INJECTION (VIAL) HOSPITAL SUPPLY,TAXIM 500MG INJECTION (VIAL) HOSPITAL SUPPLY,FI3923,,FI3923,2021-06-04 19:25:39,,500.0,,,,,,,,,,
taxim,,injection,1,,"{'#': {'string': '1 gm', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vials ,liquid,,,1.0,gm,,,TAXIM 1 GM INJECTION VIALS,TAXIM 1 GM INJECTION VIALS,FI3931,,FI3931,2021-06-04 19:25:39,,,,,,,,1.0,,,,
taxim,,injection,1,,"{'#': {'string': '2 g', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': ['<pack>']}}}", <group> injection <v>#<v> vial ,liquid,,,,,2.0,gm,TAXIM INJECTION 2 G (VIAL),TAXIM INJECTION 2 G (VIAL),FI3941,,FI3941,2021-06-04 19:25:39,,,,,,,,2.0,,,,
vancogen,,injection,1,,"{'#': {'string': '500 mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,500.0,mg,,,VANCOGEN 500 MG INJECTION  [ VIALS ],VANCOGEN 500 MG INJECTION  [ VIALS ],FI4201,,FI4201,2021-06-04 19:25:39,,500.0,,,,,,,,,,
sumo,iv l,"infusion,injection",1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> l iv infusion <v>#<v> injection ,liquid,,,,,100.0,ml,SUMO-L IV  INFUSION (100 ML) Injection,SUMO-L IV  INFUSION (100 ML) Injection,FI5212,,FI5212,2021-06-04 19:25:39,,,,,,,,,,,,
sumo,hs iv l,infusion,1,100.0,"{'#': {'string': '100 ml', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> l iv infusion <v>#<v> hospital ,liquid,,,,,100.0,ml,SUMO-L IV INFUSION (100ML) HOSPITAL,SUMO-L IV INFUSION (100ML) HOSPITAL,FI5213,,FI5213,2021-06-04 19:25:39,,,,,,,,,,,,
supaxin,b,injection,1,,{}, <group> b injection vial ,liquid,,,,,,,SUPAXIN-B INJECTION  (VIAL),SUPAXIN-B INJECTION  (VIAL),FI5801,,FI5801,2021-06-04 19:25:39,,,,,,,,,,,,
xone,,injection,1,,"{'#': {'string': '125 mg', 'type': 'measurement', 'number_string': (None, '125.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,125.0,mg,,,XONE 125  MG INJECTION  [ VIALS ],XONE 125  MG INJECTION  [ VIALS ],FI7801,,FI7801,2021-06-04 19:25:39,,125.0,,,,,,,,,,
xone,,injection,1,,"{'#': {'string': '250 mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,250.0,mg,,,XONE 250 MG INJECTION  [ VIALS ],XONE 250 MG INJECTION  [ VIALS ],FI7811,,FI7811,2021-06-04 19:25:39,,250.0,,,,,,,,,,
xone,sb,injection,1,,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> sb <v>#<v> injection vials ,liquid,,,250.0,mg,,,XONE SB 250MG INJECTION (VIALS),XONE SB 250MG INJECTION (VIALS),FI7812,,FI7812,2021-06-04 19:25:39,,250.0,,,,,,,,,,
xone,,injection,1,,"{'#': {'string': '500 mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vials ,liquid,,,500.0,mg,,,XONE 500 MG INJECTION  [ VIALS ],XONE 500 MG INJECTION  [ VIALS ],FI7821,,FI7821,2021-06-04 19:25:39,,500.0,,,,,,,,,,
xone,sb,injection,1,,"{'#': {'string': '500 mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> sb <v>#<v> injection vials ,liquid,,,500.0,mg,,,XONE SB 500 MG INJECTION (VIALS),XONE SB 500 MG INJECTION (VIALS),FI7822,,FI7822,2021-06-04 19:25:39,,500.0,,,,,,,,,,
xone,,injection,1,,"{'#': {'string': '1gm', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vials ,liquid,,,1.0,gm,,,XONE 1GM INJECTION  [ VIALS ],XONE 1GM INJECTION  [ VIALS ],FI7831,,FI7831,2021-06-04 19:25:39,,,,,,,,1.0,,,,
xone,hs,injection,1,,"{'#': {'string': '1gm', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<attr>', '<attr>', '<pack>']}}}", <group> <v>#<v> injection hospital pack vial ,liquid,pack,,1.0,gm,,,XONE 1GM INJECTION (HOSPITAL PACK)[VIAL],XONE 1GM INJECTION (HOSPITAL PACK)[VIAL],FI7832,,FI7832,2021-06-04 19:25:39,,,,,,,,1.0,,,,
xone,sb,injection,1,,"{'#': {'string': '1gm', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<pack>']}}}", <group> sb <v>#<v> injection vials ,liquid,,,1.0,gm,,,XONE SB 1GM INJECTION (VIALS),XONE SB 1GM INJECTION (VIALS),FI7833,,FI7833,2021-06-04 19:25:39,,,,,,,,1.0,,,,
xone,xp,injection,1,,"{'#': {'string': '1.125gm', 'type': 'measurement', 'number_string': (None, '1.125'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>']}}}", <group> xp <v>#<v> vial ,liquid,,,1.125,gm,,,XONE-XP 1.125GM  (VIAL),XONE-XP 1.125GM  (VIAL),FI7841,,FI7841,2021-06-04 19:25:39,,,,,,,,1.125,,,,
xone,xp hs,injection,1,,{}, <group> xp hs injection vial ,liquid,,,,,,,XONE-XP HS INJECTION (VIAL),XONE-XP HS INJECTION (VIAL),FI7851,,FI7851,2021-06-04 19:25:39,,,,,,,,,,,,
xone,kid xp,injection,1,,{}, <group> xp kid vial ,liquid,,,,,,,XONE-XP KID  (VIAL),XONE-XP KID  (VIAL),FI7861,,FI7861,2021-06-04 19:25:39,,,,,,,,,,,,
xone,xp,injection,1,,"{'#': {'string': '125mg', 'type': 'measurement', 'number_string': (None, '125.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> xp <v>#<v> injection vial ,liquid,,,125.0,mg,,,XONE-XP 125MG INJECTION (VIAL),XONE-XP 125MG INJECTION (VIAL),FI7871,,FI7871,2021-06-04 19:25:39,,125.0,,,,,,,,,,
xone,,injection,1,,"{'#': {'string': '2gm', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<pack>', '<pack>']}}}", <group> <v>#<v> injection vial ,liquid,,,2.0,gm,,,XONE 2GM INJECTION (VIAL),XONE 2GM INJECTION (VIAL),FI7881,,FI7881,2021-06-04 19:25:39,,,,,,,,2.0,,,,
pan,,injection,1,,"{'#': {'string': '40mg', 'type': 'measurement', 'number_string': (None, '40.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vial ,liquid,,,40.0,mg,,,PAN  40MG INJECTION (VIAL),PAN  40MG INJECTION (VIAL),FI9101,,FI9101,2021-06-04 19:25:39,,40.0,,,,,,,,,,
iminza,,injection,1,,"{'#': {'string': '100mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vial ,liquid,,,100.0,mg,,,IMINZA 100MG INJECTION (VIAL),IMINZA 100MG INJECTION (VIAL),FIAX01,,FIAX01,2021-06-04 19:25:39,,100.0,,,,,,,,,,
rapeed,,injection,1,,"{'#': {'string': '1', 'type': 'int', 'number_string': ('1.0',), 'context': {'before': ['<group>', '<pack>'], 'after': ['<pack>']}}}", <group> injection <v>#<v> vial ,liquid,,,,,1.0,,RAPEED INJECTION  1VIAL,RAPEED INJECTION  1VIAL,FIBQ01,,FIBQ01,2021-06-04 19:25:39,,,,1.0,,,,,,,,
altaxel,novo,injection,1,,"{'#': {'string': '30mg', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> nova <v>#<v> injection vial ,liquid,,,30.0,mg,,,ALTAXEL NOVA 30mg INJECTION (VIAL),ALTAXEL NOVA 30mg INJECTION (VIAL),FIBS02,,FIBS02,2021-06-04 19:25:39,,30.0,,,,,,,,,,
altaxel,novo,injection,1,,"{'#': {'string': '100mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> nova <v>#<v> injection vial ,liquid,,,100.0,mg,,,ALTAXEL NOVA 100mg INJECTION (VIAL),ALTAXEL NOVA 100mg INJECTION (VIAL),FIBS12,,FIBS12,2021-06-04 19:25:39,,100.0,,,,,,,,,,
